verb,3s preterit,3pl preterit,3s perfect,3pl perfect
tamujmulunia,tamujmulunij,tamujmulunijket,tamujmulunijtuk,tamujmulunijtiwit
-tankwatejteki,kitankwatejtek / kitankwatejtekik,kitankwatejtekket / kitankwatejtekiket,kitankwatejtektuk,kitankwatejtektiwit
tanejnemilia,tanejnemilij,tanejnemilijket,tanejnemilijtuk,tanejnemilijtiwit
-taneltuktia,kitaneltuktij,kitaneltuktijket,kitaneltuktijtuk,kitaneltuktijtiwit
-tanijtua,kitanijtuj,kitanijtujket,kitanijtujtuk,kitanijtujtiwit
-tantzitzilitza,kitantzitzilitzki / kitantzitzilitzak,kitantzitzilitzket / kitantzitzilitzaket,kitantzitzilitztuk / kitantzitzilitzatuk,kitantzitzilitztiwit / kitantzitzilitzatiwit
-tantzupunia,kitantzupunij,kitantzupunijket,kitantzupunijtuk,kitantzupunijtiwit
taukwechua,taukwechuj,taukwechujket,taukwechujtuk,taukwechujtiwit
taultzetzelua,taultzetzeluj,taultzetzelujket,taultzetzelujtuk,taultzetzelujtiwit
tapalanaltia,tapalanaltij,tapalanaltijket,tapalanaltijtuk,tapalanaltijtiwit
tapatzkatuki,tapatzkatukik,tapatzkatukiket,tapatzkatuktuk,tapatzkatuktiwit
-tapetzkultia,kitapetzkultij,kitapetzkultijket,kitapetzkultijtuk,kitapetzkultijtiwit
tapiyasua,tapiyasuj,tapiyasujket,tapiyasujtuk,tapiyasujtiwit
tatetzawwia,tatetzawwij,tatetzawwijket,tatetzawwijtuk,tatetzawwijtiwit
tataskatzajtzi,tataskatzajtzik,tataskatzajtziket,tataskatzajtzituk,tataskatzajtzitiwit
-tatziwkamawa,kitatziwkamaw(ki) / kitatziwkamaj(ki),kitatziwkamawket / kitatziwkamajket,kitatziwkamawtuk / kitatziwkamajtuk,kitatziwkamawtiwit / kitatziwkamajtiwit
-tashunepalwia,kitashunepalwij,kitashunepalwijket,kitashunepalwijtuk,kitashunepalwijtiwit
-tayakanaltia,kitayakanaltij,kitayakanaltijket,kitayakanaltijtuk,kitayakanaltijtiwit
-tayakanketza,kitayakanketzki / kitayakanketzak,kitayakanketzket / kitayakanketzaket,kitayakanketztuk / kitayakanketzatuk,kitayakanketztiwit / kitayakanketzatiwit
tayuwakilia,tayuwakilij,tayuwakilijket,tayuwakilijtuk,tayuwakilijtiwit
tayulyujsewia,tayulyujsewij,tayulyujsewijket,tayulyujsewijtuk,tayulyujsewijtiwit
-tasujtapulua,kitasujtapuluj,kitasujtapulujket,kitasujtapulujtuk,kitasujtapulujtiwit
-tukutztalia,kitukutztalij,kitukutztalijket,kitukutztalijtuk,kitukutztalijtiwit
-tujtukatinemi,kitujtukatinen(ki) / kitujtukatinemik,kitujtukatinenket / kitujtukatinemiket,kitujtukatinentuk / kitujtukatinemituk,kitujtukatinentiwit / kitujtukatinemitiwit
tunaltekitiki,tunaltekitikik,tunaltekitikiket,tunaltekitiktuk,tunaltekitiktiwit
-tunaltzajtzilia,kitunaltzajtzilij,kitunaltzajtzilijket,kitunaltzajtzilijtuk,kitunaltzajtzilijtiwit
tunameyua,tunameyuj,tunameyujket,tunameyujtuk,tunameyujtiwit
-tutunkamaka,kitutunkamakak,kitutunkamakaket,kitutunkamakatuk,kitutunkamakatiwit
-tzikawaswia,kitzikawaswij,kitzikawaswijket,kitzikawaswijtuk,kitzikawaswijtiwit
tzijtziknua,tzijtziknuj,tzijtziknujket,tzijtziknujtuk,tzijtziknujtiwit
tzinkwitawiya,tzinkwitawishki / tzinkwitawiyak / tzinkwitawik,tzinkwitawishket / tzinkwitawiyaket / tzinkwitawiket,tzinkwitawishtuk / tzinkwitawiyatuk / tzinkwitawituk,tzinkwitawishtiwit / tzinkwitawiyatiwit / tzinkwitawitiwit
-tzinpewaltia,kitzinpewaltij,kitzinpewaltijket,kitzinpewaltijtuk,kitzinpewaltijtiwit
-tzinkishtia,kitzinkishtij,kitzinkishtijket,kitzinkishtijtuk,kitzinkishtijtiwit
-tzintelakia,kitzintelakij,kitzintelakijket,kitzintelakijtuk,kitzintelakijtiwit
-tzinyawaltia,kitzinyawaltij,kitzinyawaltijket,kitzinyawaltijtuk,kitzinyawaltijtiwit
-tzitzikaswia,kitzitzikaswij,kitzitzikaswijket,kitzitzikaswijtuk,kitzitzikaswijtiwit
-tzunpachua,kitzunpachuj,kitzunpachujket,kitzunpachujtuk,kitzunpachujtiwit
-tzunkishtia,kitzunkishtij,kitzunkishtijket,kitzunkishtijtuk,kitzunkishtijtiwit
-tzuntekilia,kitzuntekilij,kitzuntekilijket,kitzuntekilijtuk,kitzuntekilijtiwit
-tzutzunkwelua,kitzutzunkweluj,kitzutzunkwelujket,kitzutzunkwelujtuk,kitzutzunkwelujtiwit
shijshikwinua,shijshikwinuj,shijshikwinujket,shijshikwinujtuk,shijshikwinujtiwit
-shiltanmalina,kishiltanmalin(ki),kishiltanmalinket,kishiltanmalintuk,kishiltanmalintiwit
-shittumunia,kishittumunij,kishittumunijket,kishittumunijtuk,kishittumunijtiwit
shishittumuni,shishittumunki / shishittumunik,shishittumunket / shishittumuniket,shishittumuntuk,shishittumuntiwit
-shukatetalia,kishukatetalij,kishukatetalijket,kishukatetalijtuk,kishukatetalijtiwit
-shuchitemua,kishuchitemuj,kishuchitemujket,kishuchitemujtuk,kishuchitemujtiwit
shuchitemua,shuchitemuj,shuchitemujket,shuchitemujtuk,shuchitemujtiwit
yakamumuyuka,yakamumuyukak,yakamumuyukaket,yakamumuyukatuk,yakamumuyukatiwit
-yakatajtzumia,kiyakatajtzumij,kiyakatajtzumijket,kiyakatajtzumijtuk,kiyakatajtzumijtiwit
yekkwatamati,yekkwatamatki / yekkwatamatik,yekkwatamatket / yekkwatamatiket,yekkwatamattuk / yekkwatamatituk,yekkwatamattiwit / yekkwatamatitiwit
-yekkwechua,kiyekkwechuj,kiyekkwechujket,kiyekkwechujtuk,kiyekkwechujtiwit
yekpetziwi,yekpetziwik,yekpetziwket / yekpetzijket,yekpetziwtuk / yekpetzijtuk,yekpetziwtiwit / yekpetzijtiwit
-yektenewa,kiyektenew(ki) / kiyektenej(ki),kiyektenewket / kiyektenejket,kiyektenewtuk / kiyektenejtuk,kiyektenewtiwit / kiyektenejtiwit
yektajtua,yektajtuj,yektajtujket,yektajtujtuk,yektajtujtiwit
yekshakwaliwi,yekshakwaliwik,yekshakwaliwket / yekshakwalijket,yekshakwaliwtuk / yekshakwalijtuk,yekshakwaliwtiwit / yekshakwalijtiwit
-yekijtua,kiyekijtuj,kiyekijtujket,kiyekijtujtuk,kiyekijtujtiwit
-yulijtakalwia,kiyulijtakalwij,kiyulijtakalwijket,kiyulijtakalwijtuk,kiyulijtakalwijtiwit
-yulijtakua,kiyulijtakuj,kiyulijtakujket,kiyulijtakujtuk,kiyulijtakujtiwit
-yulipantia,kiyulipantij,kiyulipantijket,kiyulipantijtuk,kiyulipantijtiwit
-yulyujtzetzelua,kiyulyujtzetzeluj,kiyulyujtzetzelujket,kiyulyujtzetzelujtuk,kiyulyujtzetzelujtiwit
yulneijsiwi,yulneijsiwik,yulneijsiwket / yulneijsijket,yulneijsiwtuk / yulneijsijtuk,yulneijsiwtiwit / yulneijsijtiwit
satepanyawi,satepanyawik,satepanyawket / satepanyajket,satepanyawtuk / satepanyajtuk,satepanyawtiwit / satepanyajtiwit
-sukipachua,kisukipachuj,kisukipachujket,kisukipachujtuk,kisukipachujtiwit
-ikshikwechakia,kikshikwechakij,kikshikwechakijket,kikshikwechakijtuk,kikshikwechakijtiwit
-ikshipusteki,kikshipustek / kikshipustekik,kikshipustekket / kikshipustekiket,kikshipustektuk,kikshipustektiwit
-ikshitepachua,kikshitepachuj,kikshitepachujket,kikshitepachujtuk,kikshitepachujtiwit
-ilnamiktinemi,kilnamiktinen(ki) / kilnamiktinemik,kilnamiktinenket / kilnamiktinemiket,kilnamiktinentuk / kilnamiktinemituk,kilnamiktinentiwit / kilnamiktinemitiwit
-istakatilia,kistakatilij,kistakatilijket,kistakatilijtuk,kistakatilijtiwit
akachtupawia,akachtupawij,akachtupawijket,akachtupawijtuk,akachtupawijtiwit
ajwachtzitzikwika,ajwachtzitzikwikak,ajwachtzitzikwikaket,ajwachtzitzikwikatuk,ajwachtzitzikwikatiwit
aijiyukalaki,aijiyukalakik,aijiyukalakiket,aijiyukalaktuk,aijiyukalaktiwit
-atatzkwepunia,kiatatzkwepunij,kiatatzkwepunijket,kiatatzkwepunijtuk,kiatatzkwepunijtiwit
-kalankishtia,kikalankishtij,kikalankishtijket,kikalankishtijtuk,kikalankishtijtiwit
-kamanalijtua,kikamanalijtuj,kikamanalijtujket,kikamanalijtujtuk,kikamanalijtujtiwit
-kamatepachua,kikamatepachuj,kikamatepachujket,kikamatepachujtuk,kikamatepachujtiwit
-kamatapulultia,kikamatapulultij,kikamatapulultijket,kikamatapulultijtuk,kikamatapulultijtiwit
-sennejnewilia,kisennejnewilij,kisennejnewilijket,kisennejnewilijtuk,kisennejnewilijtiwit
chukiswewetzka,chukiswewetzkak,chukiswewetzkaket,chukiswewetzkatuk,chukiswewetzkatiwit
-siawmiktia,kisiawmiktij,kisiawmiktijket,kisiawmiktijtuk,kisiawmiktijtiwit
kuchkamachalua,kuchkamachaluj,kuchkamachalujket,kuchkamachalujtuk,kuchkamachalujtiwit
kuchkamakuyawi,kuchkamakuyawik,kuchkamakuyawket / kuchkamakuyajket,kuchkamakuyawtuk / kuchkamakuyajtuk,kuchkamakuyawtiwit / kuchkamakuyajtiwit
-kuchmajmawtia,kikuchmajmawtij,kikuchmajmawtijket,kikuchmajmawtijtuk,kikuchmajmawtijtiwit
-kukushkanejneki,kikukushkanejnek / kikukushkanejnekik,kikukushkanejnekket / kikukushkanejnekiket,kikukushkanejnektuk,kikukushkanejnektiwit
-kwaishwintia,kikwaishwintij,kikwaishwintijket,kikwaishwintijtuk,kikwaishwintijtiwit
-kwawpanpilua,kikwawpanpiluj,kikwawpanpilujket,kikwawpanpilujtuk,kikwawpanpilujtiwit
-kwawtepejshiwia,kikwawtepejshiwij,kikwawtepejshiwijket,kikwawtepejshiwijtuk,kikwawtepejshiwijtiwit
-kwawtukkechia,kikwawtukkechij,kikwawtukkechijket,kikwawtukkechijtuk,kikwawtukkechijtiwit
-kwashajshamanilia,kikwashajshamanilij,kikwashajshamanilijket,kikwashajshamanilijtuk,kikwashajshamanilijtiwit
-kwitapantzutzuna,kikwitapantzutzun(ki),kikwitapantzutzunket,kikwitapantzutzuntuk,kikwitapantzutzuntiwit
-wejkatantalia,kiwejkatantalij,kiwejkatantalijket,kiwejkatantalijtuk,kiwejkatantalijtiwit
-ichtakanamaka,kichtakanamakak,kichtakanamakaket,kichtakanamakatuk,kichtakanamakatiwit
-ichtakanujnutza,kichtakanujnutzki,kichtakanujnutzket,kichtakanujnutztuk,kichtakanujnutztiwit
-ichtakanunutza,kichtakanunutzki,kichtakanunutzket,kichtakanunutztuk,kichtakanunutztiwit
-ijiyukawaltia,kijiyukawaltij,kijiyukawaltijket,kijiyukawaltijtuk,kijiyukawaltijtiwit
-ijiyumiktia,kijiyumiktij,kijiyumiktijket,kijiyumiktijtuk,kijiyumiktijtiwit
-ishakawilana,kishakawilan(ki),kishakawilanket,kishakawilantuk,kishakawilantiwit
ishakanejnemi,ishakanejnenki / ishakanejnemik,ishakanejnenket / ishakanejnemiket,ishakanejnentuk / ishakanejnemituk,ishakanejnentiwit / ishakanejnemitiwit
-ishakatamuta,kishakatamutki / kishakatamutak,kishakatamutket / kishakatamutaket,kishakatamuttuk / kishakatamutatuk,kishakatamuttiwit / kishakatamutatiwit
-ishayupujpuwa,kishayupujpuwki / kishayupujpujki,kishayupujpuwket / kishayupujpujket,kishayupujpuwtuk / kishayupujpujtuk,kishayupujpuwtiwit / kishayupujpujtiwit
ishayutepewi,ishayutepewik,ishayutepewket / ishayutepejket,ishayutepewtuk / ishayutepejtuk,ishayutepewtiwit / ishayutepejtiwit
-ishkwajmulkejketza,kishkwajmulkejketzki,kishkwajmulkejketzket,kishkwajmulkejketztuk,kishkwajmulkejketztiwit
ishmishtachiya,ishmishtachishki / ishmishtachiyak / ishmishtachik,ishmishtachishket / ishmishtachiyaket / ishmishtachiket,ishmishtachishtuk / ishmishtachiyatuk / ishmishtachituk,ishmishtachishtiwit / ishmishtachiyatiwit / ishmishtachitiwit
-ishnejnemiltia,kishnejnemiltij,kishnejnemiltijket,kishnejnemiltijtuk,kishnejnemiltijtiwit
ishnenpuliwi,ishnenpuliwik,ishnenpuliwket / ishnenpulijket,ishnenpuliwtuk / ishnenpulijtuk,ishnenpuliwtiwit / ishnenpulijtiwit
-ishnenewilia,kishnenewilij,kishnenewilijket,kishnenewilijtuk,kishnenewilijtiwit
ishneshtachiya,ishneshtachishki / ishneshtachiyak / ishneshtachik,ishneshtachishket / ishneshtachiyaket / ishneshtachiket,ishneshtachishtuk / ishneshtachiyatuk / ishneshtachituk,ishneshtachishtiwit / ishneshtachiyatiwit / ishneshtachitiwit
-ishpajtekilia,kishpajtekilij,kishpajtekilijket,kishpajtekilijtuk,kishpajtekilijtiwit
ishpantilia,ishpantilij,ishpantilijket,ishpantilijtuk,ishpantilijtiwit
-ishkentataka,kishkentatakak,kishkentatakaket,kishkentatakatuk,kishkentatakatiwit
ishteneshewi,ishteneshewik,ishteneshewket / ishteneshejket,ishteneshewtuk / ishteneshejtuk,ishteneshewtiwit / ishteneshejtiwit
ishtajpachwetzi,ishtajpachwetzki / ishtajpachwetzik,ishtajpachwetzket / ishtajpachwetziket,ishtajpachwetztuk,ishtajpachwetztiwit
-ishtajpachteka,kishtajpachtekak,kishtajpachtekaket,kishtajpachtekatuk,kishtajpachtekatiwit
-ishtapulultia,kishtapulultij,kishtapulultijket,kishtapulultijtuk,kishtapulultijtiwit
ishtapupuyawi,ishtapupuyaw(ki) / ishtapupuyaj(ki),ishtapupuyawket / ishtapupuyajket,ishtapupuyawtuk / ishtapupuyajtuk,ishtapupuyawtiwit / ishtapupuyajtiwit
-istaktilia,kistaktilij,kistaktilijket,kistaktilijtuk,kistaktilijtiwit
-istapinulwia,kistapinulwij,kistapinulwijket,kistapinulwijtuk,kistapinulwijtiwit
-makwawpitzua,kimakwawpitzuj,kimakwawpitzujket,kimakwawpitzujtuk,kimakwawpitzujtiwit
-majpilpipitzua,kimajpilpipitzuj,kimajpilpipitzujket,kimajpilpipitzujtuk,kimajpilpipitzujtiwit
-majpiltepachua,kimajpiltepachuj,kimajpiltepachujket,kimajpiltepachujtuk,kimajpiltepachujtiwit
mawistililtani,mawistililtanki / mawistililtanik,mawistililtanket / mawistililtaniket,mawistililtantuk,mawistililtantiwit
mawkawiwiyuka,mawkawiwiyukak,mawkawiwiyukaket,mawkawiwiyukatuk,mawkawiwiyukatiwit
-mawkamiktia,kimawkamiktij,kimawkamiktijket,kimawkamiktijtuk,kimawkamiktijtiwit
-mawkayakana,kimawkayakan(ki),kimawkayakanket,kimawkayakantuk,kimawkayakantiwit
mikkatatzilini,mikkatatzilinki / mikkatatzilinik,mikkatatzilinket / mikkatatziliniket,mikkatatzilintuk,mikkatatzilintiwit
-nakaskuyunia,kinakaskuyunij,kinakaskuyunijket,kinakaskuyunijtuk,kinakaskuyunijtiwit
-nakaskwejsua,kinakaskwejsuj,kinakaskwejsujket,kinakaskwejsujtuk,kinakaskwejsujtiwit
nawataijtua,nawataijtuj,nawataijtujket,nawataijtujtuk,nawataijtujtiwit
-nepantajtilia,kinepantajtilij,kinepantajtilijket,kinepantajtilijtuk,kinepantajtilijtiwit
-nujnunkwajitta,kinujnunkwajittak,kinujnunkwajittaket,kinujnunkwajittatuk,kinujnunkwajittatiwit
-nujnunkwajtalia,kinujnunkwajtalij,kinujnunkwajtalijket,kinujnunkwajtalijtuk,kinujnunkwajtalijtiwit
-nunkwajkishtia,kinunkwajkishtij,kinunkwajkishtijket,kinunkwajkishtijtuk,kinunkwajkishtijtiwit
umtapalishti,umtapalishtik,umtapalishtiket,umtapalishtituk,umtapalishtitiwit
-kechilakatzua,kikechilakatzuj,kikechilakatzujket,kikechilakatzujtuk,kikechilakatzujtiwit
-kejkejketztinemi,kikejkejketztinen(ki) / kikejkejketztinemik,kikejkejketztinenket / kikejkejketztinemiket,kikejkejketztinentuk / kikejkejketztinemituk,kikejkejketztinentiwit / kikejkejketztinemitiwit
-kiyawmanawia,kikiyawmanawij,kikiyawmanawijket,kikiyawmanawijtuk,kikiyawmanawijtiwit
temachtianiti,temachtianitki / temachtianitik,temachtianitket / temachtianitiket,temachtianittuk / temachtianitituk,temachtianittiwit / temachtianititiwit
-tenpipitzua,kitenpipitzuj,kitenpipitzujket,kitenpipitzujtuk,kitenpipitzujtiwit
-tenchichinua,kitenchichinuj,kitenchichinujket,kitenchichinujtuk,kitenchichinujtiwit
-tennejnemilia,kitennejnemilij,kitennejnemilijket,kitennejnemilijtuk,kitennejnemilijtiwit
tenujututiya,tenujututishki / tenujututiyak / tenujututik,tenujututishket / tenujututiyaket / tenujututiket,tenujututishtuk / tenujututiyatuk / tenujututituk,tenujututishtiwit / tenujututiyatiwit / tenujututitiwit
-tenshipaltejteki,kitenshipaltejtek / kitenshipaltejtekik,kitenshipaltejtekket / kitenshipaltejtekiket,kitenshipaltejtektuk,kitenshipaltejtektiwit
-tepuskechilia,kitepuskechilij,kitepuskechilijket,kitepuskechilijtuk,kitepuskechilijtiwit
-tepustalyutia,kitepustalyutij,kitepustalyutijket,kitepustalyutijtuk,kitepustalyutijtiwit
-tetanijtua,kitetanijtuj,kitetanijtujket,kitetanijtujtuk,kitetanijtujtiwit
tiankisua,tiankisuj,tiankisujket,tiankisujtuk,tiankisujtiwit
tilintimumana,tilintimumanki / tilintimumanak,tilintimumanket / tilintimumanaket,tilintimumantuk,tilintimumantiwit
takatekulunutza,takatekulunutzki / takatekulunutzak,takatekulunutzket / takatekulunutzaket,takatekulunutztuk,takatekulunutztiwit
-takuneshnelua,kitakuneshneluj,kitakuneshnelujket,kitakuneshnelujtuk,kitakuneshnelujtiwit
takwawtalamati,takwawtalamatki / takwawtalamatik,takwawtalamatket / takwawtalamatiket,takwawtalamattuk / takwawtalamatituk,takwawtalamattiwit / takwawtalamatitiwit
-tajkuyanilpia,kitajkuyanilpij,kitajkuyanilpijket,kitajkuyanilpijtuk,kitajkuyanilpijtiwit
-taijkwilujwilia,kitaijkwilujwilij,kitaijkwilujwilijket,kitaijkwilujwilijtuk,kitaijkwilujwilijtiwit
taijmattinemi,taijmattinenki / taijmattinemik,taijmattinenket / taijmattinemiket,taijmattinentuk / taijmattinemituk,taijmattinentiwit / taijmattinemitiwit
taijpishtinemi,taijpishtinenki / taijpishtinemik,taijpishtinenket / taijpishtinemiket,taijpishtinentuk / taijpishtinemituk,taijpishtinentiwit / taijpishtinemitiwit
-taijtakulkwitia,kitaijtakulkwitij,kitaijtakulkwitijket,kitaijtakulkwitijtuk,kitaijtakulkwitijtiwit
-tajtatzkwepunia,kitajtatzkwepunij,kitajtatzkwepunijket,kitajtatzkwepunijtuk,kitajtatzkwepunijtiwit
taijtujkayutia,taijtujkayutij,taijtujkayutijket,taijtujkayutijtuk,taijtujkayutijtiwit
-tajtulishnamiki,kitajtulishnamik / kitajtulishnamikik,kitajtulishnamikket / kitajtulishnamikiket,kitajtulishnamiktuk,kitajtulishnamiktiwit
tawelishnamiki,tawelishnamikik,tawelishnamikiket,tawelishnamiktuk,tawelishnamiktiwit
taweltajtajtua,taweltajtajtuj,taweltajtajtujket,taweltajtajtujtuk,taweltajtajtujtiwit
taishkalakia,taishkalakij,taishkalakijket,taishkalakijtuk,taishkalakijtiwit
talkakawakupina,talkakawakupinki / talkakawakupinak,talkakawakupinket / talkakawakupinaket,talkakawakupintuk,talkakawakupintiwit
-tamachilispata,kitamachilispatki / kitamachilispatak,kitamachilispatket / kitamachilispataket,kitamachilispattuk / kitamachilispatatuk,kitamachilispattiwit / kitamachilispatatiwit
-tamachkitzkia,kitamachkitzkij,kitamachkitzkijket,kitamachkitzkijtuk,kitamachkitzkijtiwit
-tamajmakawilia,kitamajmakawilij,kitamajmakawilijket,kitamajmakawilijtuk,kitamajmakawilijtiwit
-tamamalkishtia,kitamamalkishtij,kitamamalkishtijket,kitamamalkishtijtuk,kitamamalkishtijtiwit
-tanenpulwilia,kitanenpulwilij,kitanenpulwilijket,kitanenpulwilijtuk,kitanenpulwilijtiwit
-tanitztejteki,kitanitztejtek / kitanitztejtekik,kitanitztejtekket / kitanitztejtekiket,kitanitztejtektuk,kitanitztejtektiwit
-takenkishtia,kitakenkishtij,kitakenkishtijket,kitakenkishtijtuk,kitakenkishtijtiwit
tatekpanua,tatekpanuj,tatekpanujket,tatekpanujtuk,tatekpanujtiwit
tatetekwechilia,tatetekwechilij,tatetekwechilijket,tatetekwechilijtuk,tatetekwechilijtiwit
tatajkalwaswia,tatajkalwaswij,tatajkalwaswijket,tatajkalwaswijtuk,tatajkalwaswijtiwit
-tatajkunekwilua,kitatajkunekwiluj,kitatajkunekwilujket,kitatajkunekwilujtuk,kitatajkunekwilujtiwit
-tatatawtilia,kitatatawtilij,kitatatawtilijket,kitatatawtilijtuk,kitatatawtilijtiwit
-tatzkwepunilia,kitatzkwepunilij,kitatzkwepunilijket,kitatzkwepunilijtuk,kitatzkwepunilijtiwit
tashkaltutunia,tashkaltutunij,tashkaltutunijket,tashkaltutunijtuk,tashkaltutunijtiwit
-tashulupijwilia,kitashulupijwilij,kitashulupijwilijket,kitashulupijwilijtuk,kitashulupijwilijtiwit
tayuwayantia,tayuwayantij,tayuwayantijket,tayuwayantijtuk,tayuwayantijtiwit
-tasujkamachilia,kitasujkamachilij,kitasujkamachilijket,kitasujkamachilijtuk,kitasujkamachilijtiwit
-tasujkamatilia,kitasujkamatilij,kitasujkamatilijket,kitasujkamatilijtuk,kitasujkamatilijtiwit
-tzunikanukia,kitzunikanukij,kitzunikanukijket,kitzunikanukijtuk,kitzunikanukijtiwit
shayakashuluchawi,shayakashuluchawik,shayakashuluchawket / shayakashuluchajket,shayakashuluchawtuk / shayakashuluchajtuk,shayakashuluchawtiwit / shayakashuluchajtiwit
shikujkwitapilua,shikujkwitapiluj,shikujkwitapilujket,shikujkwitapilujtuk,shikujkwitapilujtiwit
-yakashuluchua,kiyakashuluchuj,kiyakashuluchujket,kiyakashuluchujtuk,kiyakashuluchujtiwit
-yekkwawnelua,kiyekkwawneluj,kiyekkwawnelujket,kiyekkwawnelujtuk,kiyekkwawnelujtiwit
-yekwikshitia,kiyekwikshitij,kiyekwikshitijket,kiyekwikshitijtuk,kiyekwikshitijtiwit
-yektapaltilia,kiyektapaltilij,kiyektapaltilijket,kiyektapaltilijtuk,kiyektapaltilijtiwit
-yulmalakachua,kiyulmalakachuj,kiyulmalakachujket,kiyulmalakachujtuk,kiyulmalakachujtiwit
-yultekipachua,kiyultekipachuj,kiyultekipachujket,kiyultekipachujtuk,kiyultekipachujtiwit
susulukatiwi,susulukatiw(ki) / susulukatij(ki),susulukatiwket / susulukatijket,susulukatiwtuk / susulukatijtuk,susulukatiwtiwit / susulukatijtiwit
ikshikwetashiwi,ikshikwetashiwik,ikshikwetashiwket / ikshikwetashijket,ikshikwetashiwtuk / ikshikwetashijtuk,ikshikwetashiwtiwit / ikshikwetashijtiwit
-ajketztitaijkali,kiajketztitaijkal,kiajketztitaijkalket,kiajketztitaijkaltuk,kiajketztitaijkaltiwit
-chichikawkanejneki,kichichikawkanejnek / kichichikawkanejnekik,kichichikawkanejnekket / kichichikawkanejnekiket,kichichikawkanejnektuk,kichichikawkanejnektiwit
chukistajtajtua,chukistajtajtuj,chukistajtajtujket,chukistajtajtujtuk,chukistajtajtujtiwit
-kwalankanawatia,kikwalankanawatij,kikwalankanawatijket,kikwalankanawatijtuk,kikwalankanawatijtiwit
kwalankakikinaka,kwalankakikinakak,kwalankakikinakaket,kwalankakikinakatuk,kwalankakikinakatiwit
kwawtzuntekupina,kwawtzuntekupinki / kwawtzuntekupinak,kwawtzuntekupinket / kwawtzuntekupinaket,kwawtzuntekupintuk,kwawtzuntekupintiwit
-wilantikishtia,kiwilantikishtij,kiwilantikishtijket,kiwilantikishtijtuk,kiwilantikishtijtiwit
-ijiyupeshuntia,kijiyupeshuntij,kijiyupeshuntijket,kijiyupeshuntijtuk,kijiyupeshuntijtiwit
-ishkukushkatia,kishkukushkatij,kishkukushkatijket,kishkukushkatijtuk,kishkukushkatijtiwit
ishmalakachiwi,ishmalakachiwik,ishmalakachiwket / ishmalakachijket,ishmalakachiwtuk / ishmalakachijtuk,ishmalakachiwtiwit / ishmalakachijtiwit
-ishmalakachua,kishmalakachuj,kishmalakachujket,kishmalakachujtuk,kishmalakachujtiwit
ishkichkawitia,ishkichkawitij,ishkichkawitijket,ishkichkawitijtuk,ishkichkawitijtiwit
-mashishittumunia,kimashishittumunij,kimashishittumunijket,kimashishittumunijtuk,kimashishittumunijtiwit
-mikkayejyekua,kimikkayejyekuj,kimikkayejyekujket,kimikkayejyekujtuk,kimikkayejyekujtiwit
-nawaltajkakakitia,kinawaltajkakakitij,kinawaltajkakakitijket,kinawaltajkakakitijtuk,kinawaltajkakakitijtiwit
-nujnunkwajkishtia,kinujnunkwajkishtij,kinujnunkwajkishtijket,kinujnunkwajkishtijtuk,kinujnunkwajkishtijtiwit
-ukichtaikultia,kiukichtaikultij,kiukichtaikultijket,kiukichtaikultijtuk,kiukichtaikultijtiwit
ketzalilakatziwi,ketzalilakatziwik,ketzalilakatziwket / ketzalilakatzijket,ketzalilakatziwtuk / ketzalilakatzijtuk,ketzalilakatziwtiwit / ketzalilakatzijtiwit
-tenpanwetzua,kitenpanwetzuj,kitenpanwetzujket,kitenpanwetzujtuk,kitenpanwetzujtiwit
-tentzunkishtia,kitentzunkishtij,kitentzunkishtijket,kitentzunkishtijtuk,kitentzunkishtijtiwit
-teshshumateliksa,kiteshshumateliksak,kiteshshumateliksaket,kiteshshumateliksatuk,kiteshshumateliksatiwit
-taekawilyuchtia,kitaekawilyuchtij,kitaekawilyuchtijket,kitaekawilyuchtijtuk,kitaekawilyuchtijtiwit
-taijtakulkishtia,kitaijtakulkishtij,kitaijtakulkishtijket,kitaijtakulkishtijtuk,kitaijtakulkishtijtiwit
-taijtultenkwekwepa,kitaijtultenkwekwepki,kitaijtultenkwekwepket,kitaijtultenkwekweptuk,kitaijtultenkwekweptiwit
-tawelilukatilia,kitawelilukatilij,kitawelilukatilijket,kitawelilukatilijtuk,kitawelilukatilijtiwit
-tapechtepejshiwia,kitapechtepejshiwij,kitapechtepejshiwijket,kitapechtepejshiwijtuk,kitapechtepejshiwijtiwit
tzinpijpitzkwawti,tzinpijpitzkwawtik,tzinpijpitzkwawtiket,tzinpijpitzkwawtituk,tzinpijpitzkwawtitiwit
-tzintajtashkalua,kitzintajtashkaluj,kitzintajtashkalujket,kitzintajtashkalujtuk,kitzintajtashkalujtiwit
-tzuntekuntapana,kitzuntekuntapan(ki),kitzuntekuntapanket,kitzuntekuntapantuk,kitzuntekuntapantiwit
tzuntekuntapani,tzuntekuntapanki / tzuntekuntapanik,tzuntekuntapanket / tzuntekuntapaniket,tzuntekuntapantuk,tzuntekuntapantiwit
shiwkuyultzitzilika,shiwkuyultzitzilikak,shiwkuyultzitzilikaket,shiwkuyultzitzilikatuk,shiwkuyultzitzilikatiwit
-yulikasentilia,kiyulikasentilij,kiyulikasentilijket,kiyulikasentilijtuk,kiyulikasentilijtiwit
-ikshupiltepachua,kikshupiltepachuj,kikshupiltepachujket,kikshupiltepachujtuk,kikshupiltepachujtiwit
senajsikapujpujtia,senajsikapujpujtij,senajsikapujpujtijket,senajsikapujpujtijtuk,senajsikapujpujtijtiwit
